,age,sex_female,sex_male,sibsp,parch,fare
52,28.0,0.0,1.0,0.0,0.0,47.1
53,17.0,0.0,1.0,0.0,0.0,47.1
54,11.0,0.0,1.0,1.0,2.0,120.0
55,14.0,1.0,0.0,1.0,2.0,120.0
56,36.0,0.0,1.0,1.0,2.0,120.0
57,36.0,1.0,0.0,1.0,2.0,120.0
58,49.0,0.0,1.0,0.0,0.0,26.0
59,,1.0,0.0,0.0,0.0,27.7208
60,36.0,0.0,1.0,1.0,0.0,78.85
61,76.0,1.0,0.0,1.0,0.0,78.85
62,46.0,0.0,1.0,1.0,0.0,61.175
63,47.0,1.0,0.0,1.0,0.0,61.175
64,27.0,0.0,1.0,1.0,0.0,53.1
65,33.0,1.0,0.0,1.0,0.0,53.1
66,36.0,1.0,0.0,0.0,0.0,262.375
67,30.0,1.0,0.0,0.0,0.0,86.5
68,45.0,0.0,1.0,0.0,0.0,29.7
69,,1.0,0.0,0.0,1.0,55.0
70,,0.0,1.0,0.0,0.0,0.0
71,27.0,0.0,1.0,1.0,0.0,136.7792
72,26.0,1.0,0.0,1.0,0.0,136.7792
73,22.0,1.0,0.0,0.0,0.0,151.55
74,,0.0,1.0,0.0,0.0,52.0
75,47.0,0.0,1.0,0.0,0.0,25.5875
76,39.0,1.0,0.0,1.0,1.0,83.1583
77,37.0,0.0,1.0,1.0,1.0,83.1583
78,64.0,1.0,0.0,0.0,2.0,83.1583
79,55.0,1.0,0.0,2.0,0.0,25.7
80,,0.0,1.0,0.0,0.0,26.55
81,70.0,0.0,1.0,1.0,1.0,71.0
82,36.0,1.0,0.0,0.0,2.0,71.0
83,64.0,1.0,0.0,1.0,1.0,26.55
84,39.0,0.0,1.0,1.0,0.0,71.2833
85,38.0,1.0,0.0,1.0,0.0,71.2833
86,51.0,0.0,1.0,0.0,0.0,26.55
87,27.0,0.0,1.0,0.0,0.0,30.5
88,33.0,1.0,0.0,0.0,0.0,151.55
89,31.0,0.0,1.0,1.0,0.0,52.0
90,27.0,1.0,0.0,1.0,2.0,52.0
91,31.0,0.0,1.0,1.0,0.0,57.0
92,17.0,1.0,0.0,1.0,0.0,57.0
93,53.0,0.0,1.0,1.0,1.0,81.8583
94,4.0,0.0,1.0,0.0,2.0,81.8583
95,54.0,1.0,0.0,1.0,1.0,81.8583
96,50.0,0.0,1.0,1.0,0.0,106.425
97,27.0,1.0,0.0,1.0,1.0,247.5208
98,48.0,1.0,0.0,1.0,0.0,106.425
99,48.0,1.0,0.0,1.0,0.0,39.6
100,49.0,0.0,1.0,1.0,0.0,56.9292
101,39.0,0.0,1.0,0.0,0.0,29.7
102,23.0,1.0,0.0,0.0,1.0,83.1583
103,38.0,1.0,0.0,0.0,0.0,227.525
104,54.0,1.0,0.0,1.0,0.0,78.2667
105,36.0,1.0,0.0,0.0,0.0,31.6792
106,,0.0,1.0,0.0,0.0,221.7792
107,,1.0,0.0,0.0,0.0,31.6833
108,,1.0,0.0,0.0,0.0,110.8833
109,36.0,0.0,1.0,0.0,0.0,26.3875
110,30.0,0.0,1.0,0.0,0.0,27.75
111,24.0,1.0,0.0,3.0,2.0,263.0
112,28.0,1.0,0.0,3.0,2.0,263.0
113,23.0,1.0,0.0,3.0,2.0,263.0
114,19.0,0.0,1.0,3.0,2.0,263.0
115,64.0,0.0,1.0,1.0,4.0,263.0
116,60.0,1.0,0.0,1.0,4.0,263.0
117,30.0,1.0,0.0,0.0,0.0,56.9292
118,,0.0,1.0,0.0,0.0,26.55
119,50.0,0.0,1.0,2.0,0.0,133.65
120,43.0,0.0,1.0,1.0,0.0,27.7208
121,,1.0,0.0,1.0,0.0,133.65
122,22.0,1.0,0.0,0.0,2.0,49.5
123,60.0,0.0,1.0,1.0,1.0,79.2
124,48.0,1.0,0.0,1.0,1.0,79.2
125,,0.0,1.0,0.0,0.0,0.0
126,37.0,0.0,1.0,1.0,0.0,53.1
127,35.0,1.0,0.0,1.0,0.0,53.1
128,47.0,0.0,1.0,0.0,0.0,38.5
129,35.0,1.0,0.0,0.0,0.0,211.5
130,22.0,1.0,0.0,0.0,1.0,59.4
131,45.0,1.0,0.0,0.0,1.0,59.4
132,24.0,0.0,1.0,0.0,0.0,79.2
133,49.0,0.0,1.0,1.0,0.0,89.1042
134,,1.0,0.0,1.0,0.0,89.1042
135,71.0,0.0,1.0,0.0,0.0,34.6542
136,53.0,0.0,1.0,0.0,0.0,28.5
137,19.0,1.0,0.0,0.0,0.0,30.0
138,38.0,0.0,1.0,0.0,1.0,153.4625
139,58.0,1.0,0.0,0.0,1.0,153.4625
140,23.0,0.0,1.0,0.0,1.0,63.3583
141,45.0,1.0,0.0,0.0,1.0,63.3583
142,46.0,0.0,1.0,0.0,0.0,79.2
143,25.0,0.0,1.0,1.0,0.0,55.4417
144,25.0,1.0,0.0,1.0,0.0,55.4417
145,48.0,0.0,1.0,1.0,0.0,76.7292
146,49.0,1.0,0.0,1.0,0.0,76.7292
147,,0.0,1.0,0.0,0.0,42.4
148,45.0,0.0,1.0,1.0,0.0,83.475
149,35.0,1.0,0.0,1.0,0.0,83.475
150,40.0,0.0,1.0,0.0,0.0,0.0
151,27.0,0.0,1.0,0.0,0.0,76.7292
152,,0.0,1.0,0.0,0.0,30.0
153,24.0,1.0,0.0,0.0,0.0,83.1583
154,55.0,0.0,1.0,1.0,1.0,93.5
155,52.0,1.0,0.0,1.0,1.0,93.5
156,42.0,0.0,1.0,0.0,0.0,42.5
157,,0.0,1.0,0.0,0.0,51.8625
158,55.0,0.0,1.0,0.0,0.0,50.0
159,16.0,1.0,0.0,0.0,1.0,57.9792
160,44.0,1.0,0.0,0.0,1.0,57.9792
161,51.0,1.0,0.0,1.0,0.0,77.9583
162,42.0,0.0,1.0,1.0,0.0,52.0
163,35.0,1.0,0.0,1.0,0.0,52.0
164,35.0,0.0,1.0,0.0,0.0,26.55
165,38.0,0.0,1.0,1.0,0.0,90.0
166,,0.0,1.0,0.0,0.0,30.6958
167,35.0,1.0,0.0,1.0,0.0,90.0
168,38.0,1.0,0.0,0.0,0.0,80.0
169,50.0,1.0,0.0,0.0,0.0,28.7125
170,49.0,0.0,1.0,0.0,0.0,0.0
171,46.0,0.0,1.0,0.0,0.0,26.0
172,50.0,0.0,1.0,0.0,0.0,26.0
173,32.5,0.0,1.0,0.0,0.0,211.5
174,58.0,0.0,1.0,0.0,0.0,29.7
175,41.0,0.0,1.0,1.0,0.0,51.8625
176,,1.0,0.0,1.0,0.0,51.8625
177,42.0,0.0,1.0,1.0,0.0,52.5542
178,45.0,1.0,0.0,1.0,0.0,52.5542
179,,0.0,1.0,0.0,0.0,26.55
180,39.0,1.0,0.0,0.0,0.0,211.3375
181,49.0,1.0,0.0,0.0,0.0,25.9292
182,30.0,1.0,0.0,0.0,0.0,106.425
183,35.0,0.0,1.0,0.0,0.0,512.3292
184,,0.0,1.0,0.0,0.0,27.7208
185,42.0,0.0,1.0,0.0,0.0,26.55
186,55.0,1.0,0.0,0.0,0.0,27.7208
187,16.0,1.0,0.0,0.0,1.0,39.4
188,51.0,1.0,0.0,0.0,1.0,39.4
189,29.0,0.0,1.0,0.0,0.0,30.0
190,21.0,1.0,0.0,0.0,0.0,77.9583
191,30.0,0.0,1.0,0.0,0.0,45.5
192,58.0,1.0,0.0,0.0,0.0,146.5208
193,15.0,1.0,0.0,0.0,1.0,211.3375
194,30.0,0.0,1.0,0.0,0.0,26.0
195,16.0,1.0,0.0,0.0,0.0,86.5
196,,0.0,1.0,0.0,0.0,29.7
197,19.0,0.0,1.0,1.0,0.0,53.1
198,18.0,1.0,0.0,1.0,0.0,53.1
199,24.0,1.0,0.0,0.0,0.0,49.5042
200,46.0,0.0,1.0,0.0,0.0,75.2417
201,54.0,0.0,1.0,0.0,0.0,51.8625
202,36.0,0.0,1.0,0.0,0.0,26.2875
203,28.0,0.0,1.0,1.0,0.0,82.1708
204,,1.0,0.0,1.0,0.0,82.1708
205,65.0,0.0,1.0,0.0,0.0,26.55
206,44.0,0.0,1.0,2.0,0.0,90.0
207,33.0,1.0,0.0,1.0,0.0,90.0
208,37.0,1.0,0.0,1.0,0.0,90.0
209,30.0,0.0,1.0,1.0,0.0,57.75
210,55.0,0.0,1.0,0.0,0.0,30.5
211,47.0,0.0,1.0,0.0,0.0,42.4
212,37.0,0.0,1.0,0.0,1.0,29.7
213,31.0,1.0,0.0,1.0,0.0,113.275
214,23.0,1.0,0.0,1.0,0.0,113.275
215,58.0,0.0,1.0,0.0,2.0,113.275
216,19.0,1.0,0.0,0.0,2.0,26.2833
217,64.0,0.0,1.0,0.0,0.0,26.0
218,39.0,1.0,0.0,0.0,0.0,108.9
219,,0.0,1.0,0.0,0.0,25.7417
220,22.0,1.0,0.0,0.0,1.0,61.9792
221,65.0,0.0,1.0,0.0,1.0,61.9792
222,28.5,0.0,1.0,0.0,0.0,27.7208
223,,0.0,1.0,0.0,0.0,0.0
224,45.5,0.0,1.0,0.0,0.0,28.5
225,23.0,0.0,1.0,0.0,0.0,93.5
226,29.0,0.0,1.0,1.0,0.0,66.6
227,22.0,1.0,0.0,1.0,0.0,66.6
228,18.0,0.0,1.0,1.0,0.0,108.9
229,17.0,1.0,0.0,1.0,0.0,108.9
230,30.0,1.0,0.0,0.0,0.0,93.5
231,52.0,0.0,1.0,0.0,0.0,30.5
232,47.0,0.0,1.0,0.0,0.0,52.0
233,56.0,1.0,0.0,0.0,1.0,83.1583
234,38.0,0.0,1.0,0.0,0.0,0.0
235,,0.0,1.0,0.0,0.0,39.6
236,22.0,0.0,1.0,0.0,0.0,135.6333
237,,0.0,1.0,0.0,0.0,227.525
238,43.0,1.0,0.0,0.0,1.0,211.3375
239,31.0,0.0,1.0,0.0,0.0,50.4958
240,45.0,0.0,1.0,0.0,0.0,26.55
241,,0.0,1.0,0.0,0.0,50.0
242,33.0,1.0,0.0,0.0,0.0,27.7208
243,46.0,0.0,1.0,0.0,0.0,79.2
244,36.0,0.0,1.0,0.0,0.0,40.125
245,33.0,1.0,0.0,0.0,0.0,86.5
246,55.0,0.0,1.0,1.0,0.0,59.4
247,54.0,1.0,0.0,1.0,0.0,59.4
248,33.0,0.0,1.0,0.0,0.0,26.55
249,13.0,0.0,1.0,2.0,2.0,262.375
250,18.0,1.0,0.0,2.0,2.0,262.375
251,21.0,1.0,0.0,2.0,2.0,262.375
252,61.0,0.0,1.0,1.0,3.0,262.375
253,48.0,1.0,0.0,1.0,3.0,262.375
254,,0.0,1.0,0.0,0.0,30.5
255,24.0,1.0,0.0,0.0,0.0,69.3
256,,0.0,1.0,0.0,0.0,26.0
257,35.0,1.0,0.0,1.0,0.0,57.75
258,30.0,1.0,0.0,0.0,0.0,31.0
259,34.0,0.0,1.0,0.0,0.0,26.55
260,40.0,1.0,0.0,0.0,0.0,153.4625
261,35.0,0.0,1.0,0.0,0.0,26.2875
262,50.0,0.0,1.0,1.0,0.0,55.9
263,39.0,1.0,0.0,1.0,0.0,55.9
264,56.0,0.0,1.0,0.0,0.0,35.5
265,28.0,0.0,1.0,0.0,0.0,35.5
266,56.0,0.0,1.0,0.0,0.0,26.55
267,56.0,0.0,1.0,0.0,0.0,30.6958
268,24.0,0.0,1.0,1.0,0.0,60.0
269,,0.0,1.0,0.0,0.0,26.0
270,18.0,1.0,0.0,1.0,0.0,60.0
271,24.0,0.0,1.0,1.0,0.0,82.2667
272,23.0,1.0,0.0,1.0,0.0,82.2667
273,6.0,0.0,1.0,0.0,2.0,134.5
274,45.0,0.0,1.0,1.0,1.0,134.5
275,40.0,1.0,0.0,1.0,1.0,134.5
276,57.0,0.0,1.0,1.0,0.0,146.5208
277,,1.0,0.0,1.0,0.0,146.5208
278,32.0,0.0,1.0,0.0,0.0,30.5
279,62.0,0.0,1.0,0.0,0.0,26.55
280,54.0,0.0,1.0,1.0,0.0,55.4417
281,43.0,1.0,0.0,1.0,0.0,55.4417
282,52.0,1.0,0.0,1.0,0.0,78.2667
283,,0.0,1.0,0.0,0.0,27.7208
284,62.0,1.0,0.0,0.0,0.0,80.0
285,67.0,0.0,1.0,1.0,0.0,221.7792
286,63.0,1.0,0.0,1.0,0.0,221.7792
287,61.0,0.0,1.0,0.0,0.0,32.3208
288,48.0,1.0,0.0,0.0,0.0,25.9292
289,18.0,1.0,0.0,0.0,2.0,79.65
290,52.0,0.0,1.0,1.0,1.0,79.65
291,39.0,1.0,0.0,1.0,1.0,79.65
292,48.0,0.0,1.0,1.0,0.0,52.0
293,,1.0,0.0,1.0,0.0,52.0
294,49.0,0.0,1.0,1.0,1.0,110.8833
295,17.0,0.0,1.0,0.0,2.0,110.8833
296,39.0,1.0,0.0,1.0,1.0,110.8833
297,,1.0,0.0,0.0,0.0,79.2
298,31.0,0.0,1.0,0.0,0.0,28.5375
299,40.0,0.0,1.0,0.0,0.0,27.7208
300,61.0,0.0,1.0,0.0,0.0,33.5
301,47.0,0.0,1.0,0.0,0.0,34.0208
302,35.0,1.0,0.0,0.0,0.0,512.3292
303,64.0,0.0,1.0,1.0,0.0,75.25
304,60.0,1.0,0.0,1.0,0.0,75.25
305,60.0,0.0,1.0,0.0,0.0,26.55
306,54.0,0.0,1.0,0.0,1.0,77.2875
307,21.0,0.0,1.0,0.0,1.0,77.2875
308,55.0,1.0,0.0,0.0,0.0,135.6333
309,31.0,1.0,0.0,0.0,2.0,164.8667
310,57.0,0.0,1.0,1.0,1.0,164.8667
311,45.0,1.0,0.0,1.0,1.0,164.8667
312,50.0,0.0,1.0,1.0,1.0,211.5
313,27.0,0.0,1.0,0.0,2.0,211.5
314,50.0,1.0,0.0,1.0,1.0,211.5
315,21.0,1.0,0.0,0.0,0.0,26.55
316,51.0,0.0,1.0,0.0,1.0,61.3792
317,21.0,0.0,1.0,0.0,1.0,61.3792
318,,0.0,1.0,0.0,0.0,35.0
319,31.0,1.0,0.0,0.0,0.0,134.5
320,,0.0,1.0,0.0,0.0,35.5
321,62.0,0.0,1.0,0.0,0.0,26.55
322,36.0,1.0,0.0,0.0,0.0,135.6333
323,30.0,0.0,1.0,1.0,0.0,24.0
324,28.0,1.0,0.0,1.0,0.0,24.0
325,30.0,0.0,1.0,0.0,0.0,13.0
326,18.0,0.0,1.0,0.0,0.0,11.5
327,25.0,0.0,1.0,0.0,0.0,10.5
328,34.0,0.0,1.0,1.0,0.0,26.0
329,36.0,1.0,0.0,1.0,0.0,26.0
330,57.0,0.0,1.0,0.0,0.0,13.0
331,18.0,0.0,1.0,0.0,0.0,11.5
332,23.0,0.0,1.0,0.0,0.0,10.5
333,36.0,1.0,0.0,0.0,0.0,13.0
334,28.0,0.0,1.0,0.0,0.0,10.5
335,51.0,0.0,1.0,0.0,0.0,12.525
336,32.0,0.0,1.0,1.0,0.0,26.0
337,19.0,1.0,0.0,1.0,0.0,26.0
338,28.0,0.0,1.0,0.0,0.0,26.0
339,1.0,0.0,1.0,2.0,1.0,39.0
340,4.0,1.0,0.0,2.0,1.0,39.0
341,12.0,1.0,0.0,2.0,1.0,39.0
342,36.0,1.0,0.0,0.0,3.0,39.0
343,34.0,0.0,1.0,0.0,0.0,13.0
344,19.0,1.0,0.0,0.0,0.0,13.0
345,23.0,0.0,1.0,0.0,0.0,13.0
346,26.0,0.0,1.0,0.0,0.0,13.0
347,42.0,0.0,1.0,0.0,0.0,13.0
348,27.0,0.0,1.0,0.0,0.0,13.0
349,24.0,1.0,0.0,0.0,0.0,13.0
350,15.0,1.0,0.0,0.0,2.0,39.0
351,60.0,0.0,1.0,1.0,1.0,39.0
352,40.0,1.0,0.0,1.0,1.0,39.0
353,20.0,1.0,0.0,1.0,0.0,26.0
354,25.0,0.0,1.0,1.0,0.0,26.0
355,36.0,1.0,0.0,0.0,0.0,13.0
356,25.0,0.0,1.0,0.0,0.0,13.0
357,42.0,0.0,1.0,0.0,0.0,13.0
358,42.0,1.0,0.0,0.0,0.0,13.0
359,0.8333,0.0,1.0,0.0,2.0,29.0
360,26.0,0.0,1.0,1.0,1.0,29.0
361,22.0,1.0,0.0,1.0,1.0,29.0
362,35.0,1.0,0.0,0.0,0.0,21.0
363,,0.0,1.0,0.0,0.0,0.0
364,19.0,0.0,1.0,0.0,0.0,13.0
365,44.0,1.0,0.0,1.0,0.0,26.0
366,54.0,0.0,1.0,1.0,0.0,26.0
367,52.0,0.0,1.0,0.0,0.0,13.5
368,37.0,0.0,1.0,1.0,0.0,26.0
369,29.0,1.0,0.0,1.0,0.0,26.0
370,25.0,1.0,0.0,1.0,1.0,30.0
371,45.0,1.0,0.0,0.0,2.0,30.0
372,29.0,0.0,1.0,1.0,0.0,26.0
373,28.0,1.0,0.0,1.0,0.0,26.0
374,29.0,0.0,1.0,0.0,0.0,10.5
375,28.0,0.0,1.0,0.0,0.0,13.0
376,24.0,0.0,1.0,0.0,0.0,10.5
377,8.0,1.0,0.0,0.0,2.0,26.25
378,31.0,0.0,1.0,1.0,1.0,26.25
379,31.0,1.0,0.0,1.0,1.0,26.25
380,22.0,1.0,0.0,0.0,0.0,10.5
381,30.0,1.0,0.0,0.0,0.0,13.0
382,,1.0,0.0,0.0,0.0,21.0
383,21.0,0.0,1.0,0.0,0.0,11.5
384,,0.0,1.0,0.0,0.0,0.0
385,8.0,0.0,1.0,1.0,1.0,36.75
386,18.0,0.0,1.0,0.0,0.0,73.5
387,48.0,1.0,0.0,0.0,2.0,36.75
388,28.0,1.0,0.0,0.0,0.0,13.0
389,32.0,0.0,1.0,0.0,0.0,13.0
390,17.0,0.0,1.0,0.0,0.0,73.5
391,29.0,0.0,1.0,1.0,0.0,27.7208
392,24.0,1.0,0.0,1.0,0.0,27.7208
393,25.0,0.0,1.0,0.0,0.0,31.5
394,18.0,0.0,1.0,0.0,0.0,73.5
395,18.0,1.0,0.0,0.0,1.0,23.0
396,34.0,1.0,0.0,0.0,1.0,23.0
397,54.0,0.0,1.0,0.0,0.0,26.0
398,8.0,0.0,1.0,0.0,2.0,32.5
399,42.0,0.0,1.0,1.0,1.0,32.5
400,34.0,1.0,0.0,1.0,1.0,32.5
401,27.0,1.0,0.0,1.0,0.0,13.8583
402,30.0,1.0,0.0,1.0,0.0,13.8583
403,23.0,0.0,1.0,0.0,0.0,13.0
404,21.0,0.0,1.0,0.0,0.0,13.0
405,18.0,0.0,1.0,0.0,0.0,13.0
406,40.0,0.0,1.0,1.0,0.0,26.0
407,29.0,1.0,0.0,1.0,0.0,26.0
408,18.0,0.0,1.0,0.0,0.0,10.5
409,36.0,0.0,1.0,0.0,0.0,13.0
410,,0.0,1.0,0.0,0.0,0.0
411,38.0,1.0,0.0,0.0,0.0,13.0
412,35.0,0.0,1.0,0.0,0.0,26.0
413,38.0,0.0,1.0,1.0,0.0,21.0
414,34.0,0.0,1.0,1.0,0.0,21.0
415,34.0,1.0,0.0,0.0,0.0,13.0
416,16.0,0.0,1.0,0.0,0.0,26.0
417,26.0,0.0,1.0,0.0,0.0,10.5
418,47.0,0.0,1.0,0.0,0.0,10.5
419,21.0,0.0,1.0,1.0,0.0,11.5
420,21.0,0.0,1.0,1.0,0.0,11.5
421,24.0,0.0,1.0,0.0,0.0,13.5
422,24.0,0.0,1.0,0.0,0.0,13.0
423,34.0,0.0,1.0,0.0,0.0,13.0
424,30.0,0.0,1.0,0.0,0.0,13.0
425,52.0,0.0,1.0,0.0,0.0,13.0
426,30.0,0.0,1.0,0.0,0.0,13.0
427,0.6667,0.0,1.0,1.0,1.0,14.5
428,24.0,1.0,0.0,0.0,2.0,14.5
429,44.0,0.0,1.0,0.0,0.0,13.0
430,6.0,1.0,0.0,0.0,1.0,33.0
431,28.0,0.0,1.0,0.0,1.0,33.0
432,62.0,0.0,1.0,0.0,0.0,10.5
433,30.0,0.0,1.0,0.0,0.0,10.5
434,7.0,1.0,0.0,0.0,2.0,26.25
435,43.0,0.0,1.0,1.0,1.0,26.25
436,45.0,1.0,0.0,1.0,1.0,26.25
437,24.0,1.0,0.0,1.0,2.0,65.0
438,24.0,1.0,0.0,1.0,2.0,65.0
439,49.0,0.0,1.0,1.0,2.0,65.0
440,48.0,1.0,0.0,1.0,2.0,65.0
441,55.0,1.0,0.0,0.0,0.0,16.0
442,24.0,0.0,1.0,2.0,0.0,73.5
443,32.0,0.0,1.0,2.0,0.0,73.5
444,21.0,0.0,1.0,2.0,0.0,73.5
445,18.0,1.0,0.0,1.0,1.0,13.0
446,20.0,1.0,0.0,2.0,1.0,23.0
447,23.0,0.0,1.0,2.0,1.0,11.5
448,36.0,0.0,1.0,0.0,0.0,13.0
449,54.0,1.0,0.0,1.0,3.0,23.0
450,50.0,0.0,1.0,0.0,0.0,13.0
451,44.0,0.0,1.0,1.0,0.0,26.0
452,29.0,1.0,0.0,1.0,0.0,26.0
453,21.0,0.0,1.0,0.0,0.0,73.5
454,42.0,0.0,1.0,0.0,0.0,13.0
455,63.0,0.0,1.0,1.0,0.0,26.0
456,60.0,1.0,0.0,1.0,0.0,26.0
457,33.0,0.0,1.0,0.0,0.0,12.275
458,17.0,1.0,0.0,0.0,0.0,10.5
459,42.0,0.0,1.0,1.0,0.0,27.0
460,24.0,1.0,0.0,2.0,1.0,27.0
461,47.0,0.0,1.0,0.0,0.0,15.0
462,24.0,0.0,1.0,2.0,0.0,31.5
463,22.0,0.0,1.0,2.0,0.0,31.5
464,32.0,0.0,1.0,0.0,0.0,10.5
465,23.0,1.0,0.0,0.0,0.0,13.7917
466,34.0,0.0,1.0,1.0,0.0,26.0
467,24.0,1.0,0.0,1.0,0.0,26.0
468,22.0,1.0,0.0,0.0,0.0,21.0
469,,1.0,0.0,0.0,0.0,12.35
470,35.0,0.0,1.0,0.0,0.0,12.35
471,45.0,1.0,0.0,0.0,0.0,13.5
472,57.0,0.0,1.0,0.0,0.0,12.35
473,,0.0,1.0,0.0,0.0,0.0
474,31.0,0.0,1.0,0.0,0.0,10.5
475,26.0,1.0,0.0,1.0,1.0,26.0
476,30.0,0.0,1.0,1.0,1.0,26.0
477,,0.0,1.0,0.0,0.0,10.7083
478,1.0,1.0,0.0,1.0,2.0,41.5792
479,3.0,1.0,0.0,1.0,2.0,41.5792
480,25.0,0.0,1.0,1.0,2.0,41.5792
481,22.0,1.0,0.0,1.0,2.0,41.5792
482,17.0,1.0,0.0,0.0,0.0,12.0
483,,1.0,0.0,0.0,0.0,33.0
484,34.0,1.0,0.0,0.0,0.0,10.5
485,36.0,0.0,1.0,0.0,0.0,12.875
486,24.0,0.0,1.0,0.0,0.0,10.5
487,61.0,0.0,1.0,0.0,0.0,12.35
488,50.0,0.0,1.0,1.0,0.0,26.0
489,42.0,1.0,0.0,1.0,0.0,26.0
490,57.0,1.0,0.0,0.0,0.0,10.5
491,,0.0,1.0,0.0,0.0,15.0458
492,1.0,0.0,1.0,0.0,2.0,37.0042
493,31.0,0.0,1.0,1.0,1.0,37.0042
494,24.0,1.0,0.0,1.0,1.0,37.0042
495,,0.0,1.0,0.0,0.0,15.5792
496,30.0,0.0,1.0,0.0,0.0,13.0
497,40.0,0.0,1.0,0.0,0.0,16.0
498,32.0,0.0,1.0,0.0,0.0,13.5
499,30.0,0.0,1.0,0.0,0.0,13.0
500,46.0,0.0,1.0,0.0,0.0,26.0
501,13.0,1.0,0.0,0.0,1.0,19.5
502,41.0,1.0,0.0,0.0,1.0,19.5
503,19.0,0.0,1.0,0.0,0.0,10.5
504,39.0,0.0,1.0,0.0,0.0,13.0
505,48.0,0.0,1.0,0.0,0.0,13.0
506,70.0,0.0,1.0,0.0,0.0,10.5
507,27.0,0.0,1.0,0.0,0.0,13.0
508,54.0,0.0,1.0,0.0,0.0,14.0
509,39.0,0.0,1.0,0.0,0.0,26.0
510,16.0,0.0,1.0,0.0,0.0,10.5
511,62.0,0.0,1.0,0.0,0.0,9.6875
512,32.5,0.0,1.0,1.0,0.0,30.0708
513,14.0,1.0,0.0,1.0,0.0,30.0708
514,2.0,0.0,1.0,1.0,1.0,26.0
515,3.0,0.0,1.0,1.0,1.0,26.0
516,36.5,0.0,1.0,0.0,2.0,26.0
517,26.0,0.0,1.0,0.0,0.0,13.0
518,19.0,0.0,1.0,1.0,1.0,36.75
519,28.0,0.0,1.0,0.0,0.0,13.5
520,20.0,0.0,1.0,0.0,0.0,13.8625
521,29.0,1.0,0.0,0.0,0.0,10.5
522,39.0,0.0,1.0,0.0,0.0,13.0
523,22.0,0.0,1.0,0.0,0.0,10.5
524,,0.0,1.0,0.0,0.0,13.8625
525,23.0,0.0,1.0,0.0,0.0,10.5
526,29.0,0.0,1.0,0.0,0.0,13.8583
527,28.0,0.0,1.0,0.0,0.0,10.5
528,,0.0,1.0,0.0,0.0,0.0
529,50.0,1.0,0.0,0.0,1.0,26.0
530,19.0,0.0,1.0,0.0,0.0,10.5
531,,0.0,1.0,0.0,0.0,15.05
532,41.0,0.0,1.0,0.0,0.0,13.0
533,21.0,1.0,0.0,0.0,1.0,21.0
534,19.0,1.0,0.0,0.0,0.0,26.0
535,43.0,0.0,1.0,0.0,1.0,21.0
