,age,sex_female,sex_male,sibsp,parch,fare
72,38.0,0.0,1.0,0.0,0.0,7.05
73,20.802035891918806,1.0,0.0,0.0,0.0,8.05
74,1.0,0.0,1.0,5.0,2.0,46.9
75,29.0,0.0,1.0,0.0,0.0,8.05
76,23.0,0.0,1.0,0.0,0.0,93.5
77,24.0,1.0,0.0,0.0,0.0,83.1583
78,25.0,0.0,1.0,0.0,0.0,26.0
79,35.0,1.0,0.0,0.0,0.0,7.75
80,22.0,1.0,0.0,0.0,1.0,59.4
81,27.0,1.0,0.0,0.0,0.0,7.8792
82,16.0,1.0,0.0,0.0,1.0,39.4
83,56.0,0.0,1.0,0.0,0.0,30.6958
84,14.0,1.0,0.0,0.0,0.0,7.8542
85,19.43649560607724,0.0,1.0,1.0,0.0,19.9667
86,29.0,0.0,1.0,1.0,0.0,7.0458
87,42.0,0.0,1.0,0.0,0.0,42.5
88,26.561462093012196,1.0,0.0,1.0,1.0,22.3583
89,25.0,0.0,1.0,0.0,0.0,10.5
90,46.0,0.0,1.0,1.0,0.0,61.175
91,14.362356516362986,0.0,1.0,1.0,9.0,69.55
92,36.0,0.0,1.0,1.0,2.0,27.75
93,50.0,0.0,1.0,1.0,1.0,211.5
94,20.0,0.0,1.0,0.0,0.0,8.6625
95,22.0,1.0,0.0,1.0,1.0,12.2875
96,24.167969114628367,0.0,1.0,1.0,1.0,15.2458
97,17.096634238192586,0.0,1.0,0.0,0.0,7.8958
98,30.911111848736855,0.0,1.0,0.0,0.0,7.2292
99,25.0,0.0,1.0,1.0,0.0,91.0792
100,30.0,1.0,0.0,0.0,0.0,93.5
101,27.0,0.0,1.0,0.0,0.0,7.8542
102,27.0,0.0,1.0,1.0,0.0,136.7792
103,22.0,0.0,1.0,0.0,0.0,7.225
104,22.036437358513773,0.0,1.0,0.0,0.0,7.75
105,31.0,0.0,1.0,1.0,1.0,37.0042
106,9.0,0.0,1.0,4.0,2.0,31.3875
107,36.0,1.0,0.0,0.0,2.0,15.9
108,28.408964560815424,0.0,1.0,0.0,0.0,27.7208
109,17.0,0.0,1.0,2.0,0.0,8.05
110,42.0,1.0,0.0,1.0,0.0,26.0
111,17.0,1.0,0.0,4.0,2.0,7.925
112,43.0,1.0,0.0,0.0,1.0,211.3375
113,35.0,1.0,0.0,0.0,0.0,21.0
114,27.0,0.0,1.0,0.0,0.0,7.8958
115,34.175981333343444,1.0,0.0,0.0,2.0,15.2458
116,51.48775047696033,0.0,1.0,0.0,0.0,7.725
117,44.7952275538115,1.0,0.0,1.0,0.0,146.5208
118,27.57482974356421,0.0,1.0,0.0,0.0,8.05
119,27.97245056619998,0.0,1.0,2.0,0.0,21.6792
120,39.79156859101273,0.0,1.0,0.0,0.0,8.05
121,25.0,0.0,1.0,1.0,0.0,17.8
122,1.0,0.0,1.0,0.0,2.0,37.0042
123,43.0,1.0,0.0,1.0,0.0,55.4417
124,21.0,1.0,0.0,0.0,0.0,10.5
125,55.0,0.0,1.0,1.0,0.0,59.4
126,48.0,0.0,1.0,0.0,0.0,7.8542
127,16.0,0.0,1.0,0.0,0.0,10.5
128,36.0,0.0,1.0,0.0,0.0,10.5
129,62.0,0.0,1.0,0.0,0.0,9.6875
130,58.0,1.0,0.0,0.0,1.0,153.4625
131,31.0,0.0,1.0,0.0,0.0,28.5375
132,31.0,1.0,0.0,0.0,0.0,8.6833
133,55.0,1.0,0.0,0.0,0.0,135.6333
134,4.0,1.0,0.0,0.0,1.0,13.4167
135,39.0,1.0,0.0,1.0,0.0,55.9
136,26.4046123378725,1.0,0.0,0.0,0.0,15.5
137,55.0,1.0,0.0,2.0,0.0,25.7
138,23.560606419349618,0.0,1.0,1.0,0.0,24.15
139,36.0,0.0,1.0,1.0,0.0,15.55
140,59.0,1.0,0.0,2.0,0.0,51.4792
141,15.353910229009653,0.0,1.0,0.0,0.0,0.0
142,23.0,0.0,1.0,0.0,0.0,10.5
143,25.0,0.0,1.0,0.0,0.0,7.8958
144,32.0,1.0,0.0,0.0,0.0,76.2917
145,29.0,0.0,1.0,1.0,0.0,26.0
146,22.0,1.0,0.0,0.0,0.0,7.25
147,32.0,0.0,1.0,1.0,0.0,15.85
148,54.0,1.0,0.0,1.0,1.0,81.8583
149,53.0,0.0,1.0,0.0,0.0,28.5
150,26.0,0.0,1.0,1.0,0.0,14.4542
151,22.0,0.0,1.0,0.0,0.0,9.35
152,42.30570312297488,1.0,0.0,1.0,0.0,133.65
153,14.0,0.0,1.0,4.0,1.0,39.6875
154,47.0,0.0,1.0,0.0,0.0,34.0208
155,36.5,0.0,1.0,0.0,2.0,26.0
156,21.0,0.0,1.0,0.0,0.0,7.8542
157,42.2248060972515,1.0,0.0,0.0,0.0,8.05
158,48.0,0.0,1.0,1.0,0.0,76.7292
159,21.0,0.0,1.0,0.0,0.0,16.1
160,35.0,0.0,1.0,0.0,0.0,7.05
161,30.0,1.0,0.0,1.0,0.0,13.8583
162,7.0,1.0,0.0,0.0,2.0,26.25
163,19.33421067748528,1.0,0.0,1.0,0.0,14.4542
164,43.0,0.0,1.0,1.0,0.0,27.7208
165,23.0,1.0,0.0,0.0,0.0,7.925
166,40.88909379983171,0.0,1.0,0.0,0.0,0.0
167,22.0,1.0,0.0,0.0,2.0,49.5
168,20.0,1.0,0.0,1.0,0.0,26.0
169,50.0,0.0,1.0,1.0,0.0,26.0
170,26.0,0.0,1.0,1.0,2.0,20.575
171,26.0,0.0,1.0,0.0,0.0,8.05
172,7.0,0.0,1.0,1.0,1.0,15.2458
173,27.0,0.0,1.0,0.0,0.0,30.5
174,52.0,0.0,1.0,1.0,1.0,79.65
175,33.93992386954142,1.0,0.0,0.0,0.0,27.7208
176,28.0,0.0,1.0,0.0,0.0,7.7958
177,18.0,0.0,1.0,1.0,0.0,108.9
178,25.0,1.0,0.0,0.0,0.0,7.775
179,44.67738223956597,0.0,1.0,0.0,0.0,56.4958
180,42.0,0.0,1.0,0.0,0.0,26.55
181,16.699415124390164,0.0,1.0,3.0,1.0,25.4667
182,42.0,0.0,1.0,0.0,0.0,7.55
183,39.30214674375662,0.0,1.0,0.0,0.0,0.0
184,27.85168225815193,0.0,1.0,0.0,0.0,10.7083
185,12.443690423189825,0.0,1.0,0.0,0.0,6.4375
186,54.0,0.0,1.0,0.0,0.0,26.0
187,40.0,0.0,1.0,0.0,0.0,16.0
188,40.0,0.0,1.0,0.0,0.0,7.225
189,65.0,0.0,1.0,0.0,1.0,61.9792
190,33.70472124405363,0.0,1.0,0.0,0.0,25.7417
191,30.0,1.0,0.0,0.0,0.0,31.0
192,33.0,0.0,1.0,0.0,0.0,7.8542
193,24.0,0.0,1.0,0.0,0.0,7.7958
194,29.244286547653882,0.0,1.0,0.0,0.0,7.8958
195,16.893887487244662,1.0,0.0,1.0,0.0,16.1
196,36.0,0.0,1.0,1.0,0.0,78.85
197,26.0,0.0,1.0,0.0,0.0,10.5
198,47.557562668105845,0.0,1.0,0.0,0.0,7.8958
199,59.0,0.0,1.0,0.0,0.0,13.5
200,26.720099911265297,0.0,1.0,0.0,0.0,7.25
201,-1.1216971035250296,1.0,0.0,1.0,2.0,23.45
202,28.0,0.0,1.0,0.0,0.0,7.25
203,3.0,1.0,0.0,1.0,2.0,41.5792
204,23.0,0.0,1.0,0.0,0.0,15.0458
205,21.0,0.0,1.0,1.0,0.0,6.4958
206,18.0,1.0,0.0,0.0,0.0,7.4958
207,28.0,0.0,1.0,0.0,0.0,10.5
208,9.0,1.0,0.0,2.0,2.0,34.375
209,30.0,0.0,1.0,0.0,0.0,13.0
210,65.0,0.0,1.0,0.0,0.0,7.75
211,24.77228400423498,1.0,0.0,0.0,0.0,7.8792
212,61.0,0.0,1.0,1.0,3.0,262.375
213,20.0,0.0,1.0,0.0,0.0,7.2292
214,45.0,0.0,1.0,0.0,0.0,26.55
215,22.0,1.0,0.0,0.0,0.0,7.775
216,28.210508447729012,0.0,1.0,0.0,0.0,7.75
217,23.0,0.0,1.0,0.0,0.0,10.5
218,51.0,0.0,1.0,0.0,0.0,8.05
219,9.0,0.0,1.0,0.0,2.0,20.525
220,0.75,0.0,1.0,1.0,1.0,13.775
221,36.0,1.0,0.0,0.0,2.0,71.0
222,22.0,1.0,0.0,1.0,0.0,66.6
223,48.0,1.0,0.0,1.0,0.0,39.6
224,7.0,0.0,1.0,4.0,1.0,39.6875
225,21.0,0.0,1.0,0.0,0.0,73.5
226,19.0,0.0,1.0,0.0,0.0,7.65
227,45.0,0.0,1.0,0.0,0.0,8.05
228,43.0,0.0,1.0,0.0,1.0,21.0
229,46.03602980950042,0.0,1.0,0.0,0.0,15.5792
230,39.0,1.0,0.0,1.0,5.0,31.275
231,64.0,1.0,0.0,1.0,1.0,26.55
232,19.0,0.0,1.0,0.0,0.0,14.5
233,9.0,0.0,1.0,0.0,1.0,3.1708
234,62.0,1.0,0.0,0.0,0.0,80.0
235,24.0,0.0,1.0,0.0,0.0,13.5
236,37.23348725658837,1.0,0.0,1.0,0.0,15.5
237,30.0,0.0,1.0,0.0,0.0,10.5
238,20.715628653447816,0.0,1.0,0.0,0.0,27.7208
239,47.01360219451237,0.0,1.0,0.0,0.0,50.0
240,42.0,0.0,1.0,1.0,0.0,52.5542
241,20.0,1.0,0.0,0.0,0.0,36.75
242,32.0,1.0,0.0,0.0,0.0,13.0
243,40.0,0.0,1.0,0.0,0.0,31.0
244,11.0,0.0,1.0,5.0,2.0,46.9
245,47.0,0.0,1.0,0.0,0.0,7.25
246,35.0,1.0,0.0,0.0,0.0,512.3292
247,41.0,1.0,0.0,0.0,2.0,20.2125
248,40.0,0.0,1.0,0.0,0.0,0.0
249,17.0,1.0,0.0,0.0,0.0,14.4583
250,23.0,1.0,0.0,0.0,0.0,8.05
251,64.0,0.0,1.0,1.0,0.0,75.25
252,50.0,1.0,0.0,0.0,1.0,26.0
253,21.56723945212368,0.0,1.0,0.0,0.0,7.75
254,40.0,1.0,0.0,1.0,1.0,39.0
255,11.0,0.0,1.0,0.0,0.0,18.7875
256,18.0,1.0,0.0,0.0,0.0,7.2292
257,0.1667,1.0,0.0,1.0,2.0,20.575
258,24.0,0.0,1.0,0.0,0.0,7.8542
259,30.0,0.0,1.0,0.0,0.0,26.0
260,24.0,1.0,0.0,0.0,2.0,14.5
261,12.0,1.0,0.0,0.0,0.0,15.75
262,17.38754142861911,1.0,0.0,2.0,0.0,23.25
263,29.0,0.0,1.0,1.0,0.0,27.7208
264,43.0,0.0,1.0,0.0,0.0,6.45
265,1.0,0.0,1.0,4.0,1.0,39.6875
266,22.0,1.0,0.0,0.0,0.0,10.5167
267,6.538760967979361,1.0,0.0,1.0,0.0,15.5
268,36.0,0.0,1.0,0.0,0.0,26.2875
269,49.0,0.0,1.0,1.0,2.0,65.0
270,24.0,0.0,1.0,0.0,0.0,7.05
271,32.5,0.0,1.0,1.0,0.0,30.0708
272,15.0,1.0,0.0,0.0,0.0,7.225
273,39.0,0.0,1.0,0.0,1.0,13.4167
274,2.0,0.0,1.0,3.0,1.0,21.075
275,33.0,0.0,1.0,0.0,0.0,8.6542
276,9.676264585584772,0.0,1.0,0.0,0.0,15.05
277,23.0,0.0,1.0,0.0,0.0,7.8542
278,35.0,0.0,1.0,0.0,0.0,7.8958
279,27.0,1.0,0.0,1.0,1.0,247.5208
280,18.0,0.0,1.0,0.0,0.0,7.7958
281,27.0,1.0,0.0,1.0,0.0,13.8583
282,35.18732626439638,1.0,0.0,0.0,0.0,7.7333
283,50.14120582743662,0.0,1.0,0.0,0.0,8.05
284,30.036181363970318,0.0,1.0,0.0,0.0,0.0
285,24.0,0.0,1.0,0.0,0.0,8.05
286,23.0,1.0,0.0,3.0,2.0,263.0
287,25.0,0.0,1.0,0.0,0.0,7.05
288,27.0,0.0,1.0,0.0,0.0,7.8958
289,18.0,1.0,0.0,0.0,0.0,6.75
290,3.0,0.0,1.0,1.0,1.0,26.0
291,30.0,0.0,1.0,1.0,0.0,21.0
292,42.51651229081616,1.0,0.0,0.0,0.0,7.7375
293,42.0,1.0,0.0,0.0,0.0,227.525
294,13.096491118836113,1.0,0.0,8.0,2.0,69.55
295,37.0,1.0,0.0,0.0,0.0,7.75
296,39.0,0.0,1.0,0.0,0.0,29.7
297,21.0,0.0,1.0,0.0,0.0,7.7958
298,24.0,1.0,0.0,0.0,0.0,8.85
299,12.0,1.0,0.0,2.0,1.0,39.0
300,25.0,1.0,0.0,1.0,1.0,30.0
301,23.575833279089295,1.0,0.0,3.0,1.0,25.4667
302,32.5,1.0,0.0,0.0,0.0,13.0
303,45.0,0.0,1.0,0.0,0.0,29.7
304,25.0,0.0,1.0,0.0,0.0,7.925
305,17.0,1.0,0.0,0.0,0.0,10.5
306,19.0,0.0,1.0,0.0,0.0,8.05
307,58.1779445079556,0.0,1.0,0.0,0.0,8.6625
308,38.0,1.0,0.0,0.0,0.0,13.0
309,37.30998687127732,1.0,0.0,1.0,0.0,14.4583
310,24.0,1.0,0.0,0.0,0.0,7.75
311,22.697995868838873,0.0,1.0,0.0,0.0,7.8958
312,40.0,1.0,0.0,1.0,1.0,134.5
313,44.0,0.0,1.0,0.0,0.0,13.0
314,18.0,0.0,1.0,1.0,1.0,20.2125
315,26.0,0.0,1.0,0.0,0.0,7.775
316,39.69555145135491,1.0,0.0,0.0,0.0,7.75
317,18.5,1.0,0.0,0.0,0.0,7.2833
318,1.0,1.0,0.0,1.0,1.0,12.1833
319,25.0,0.0,1.0,0.0,0.0,7.225
320,18.0,1.0,0.0,0.0,2.0,79.65
321,10.621632354550023,0.0,1.0,8.0,2.0,69.55
322,26.0,1.0,0.0,1.0,0.0,136.7792
323,35.0,0.0,1.0,0.0,0.0,26.55
324,32.0,0.0,1.0,0.0,0.0,22.525
325,27.341012460754904,0.0,1.0,0.0,0.0,7.75
326,11.951434035589113,0.0,1.0,0.0,0.0,15.0458
327,30.0,0.0,1.0,0.0,0.0,8.05
328,24.0,0.0,1.0,0.0,0.0,10.5
329,27.0,1.0,0.0,0.0,0.0,10.5
330,26.0,1.0,0.0,0.0,0.0,78.85
331,17.0,1.0,0.0,1.0,0.0,108.9
332,20.520909918059452,0.0,1.0,0.0,0.0,14.5
333,45.0,1.0,0.0,0.0,1.0,63.3583
334,24.0,1.0,0.0,0.0,0.0,7.75
335,48.0,0.0,1.0,1.0,0.0,52.0
336,16.0,0.0,1.0,0.0,0.0,9.5
337,45.0,1.0,0.0,0.0,0.0,7.75
338,42.0,0.0,1.0,0.0,0.0,13.0
339,40.0,0.0,1.0,1.0,4.0,27.9
340,18.0,0.0,1.0,0.0,0.0,7.775
341,41.53492026787036,0.0,1.0,0.0,0.0,0.0
342,21.58999953079436,0.0,1.0,0.0,0.0,7.7333
343,23.5,0.0,1.0,0.0,0.0,7.2292
344,18.0,1.0,0.0,0.0,0.0,9.8417
345,69.17987298652437,1.0,0.0,0.0,0.0,33.0
346,63.0,1.0,0.0,1.0,0.0,221.7792
347,45.0,1.0,0.0,1.0,4.0,27.9
348,10.67485169956645,0.0,1.0,8.0,2.0,69.55
349,22.0,0.0,1.0,0.0,0.0,7.7958
350,47.0,1.0,0.0,1.0,1.0,52.5542
351,16.0,0.0,1.0,0.0,0.0,8.05
352,25.0,0.0,1.0,0.0,0.0,13.0
353,14.0,0.0,1.0,0.0,0.0,9.225
354,29.97969048514202,0.0,1.0,0.0,0.0,7.225
355,30.0,0.0,1.0,0.0,0.0,13.0
356,33.191097743263136,0.0,1.0,0.0,0.0,7.75
357,36.0,0.0,1.0,0.0,0.0,26.3875
358,32.65612712948474,1.0,0.0,0.0,0.0,8.05
359,39.0,1.0,0.0,1.0,1.0,79.65
360,59.30402231843152,0.0,1.0,0.0,0.0,56.4958
361,18.625097131204797,0.0,1.0,0.0,0.0,25.925
362,22.0,0.0,1.0,0.0,0.0,7.2292
363,38.0,1.0,0.0,0.0,0.0,7.2292
364,20.650496465890548,1.0,0.0,0.0,0.0,8.1375
365,36.29978036002694,1.0,0.0,0.0,0.0,7.75
366,6.0,1.0,0.0,4.0,2.0,31.275
367,55.0,0.0,1.0,0.0,0.0,30.5
368,42.0,0.0,1.0,0.0,0.0,13.0
369,27.0,0.0,1.0,0.0,0.0,7.225
370,22.0,1.0,0.0,0.0,0.0,21.0
371,30.0,0.0,1.0,1.0,1.0,26.0
372,19.0,0.0,1.0,0.0,0.0,10.5
373,21.218003292566713,0.0,1.0,0.0,0.0,7.7375
374,24.0,1.0,0.0,0.0,0.0,49.5042
375,24.0,0.0,1.0,0.0,0.0,9.325
376,31.0,0.0,1.0,0.0,0.0,7.925
377,40.155945755823126,0.0,1.0,2.0,0.0,21.6792
378,25.45372525915956,0.0,1.0,0.0,0.0,7.8958
379,37.0,0.0,1.0,1.0,1.0,52.5542
380,28.0,0.0,1.0,1.0,0.0,15.85
381,34.0,0.0,1.0,0.0,0.0,13.0
382,5.0,0.0,1.0,4.0,2.0,31.3875
383,18.0,0.0,1.0,2.0,2.0,34.375
384,24.0,0.0,1.0,2.0,0.0,73.5
385,44.0,1.0,0.0,1.0,0.0,26.0
386,3.0,1.0,0.0,1.0,1.0,13.775
387,18.0,1.0,0.0,0.0,0.0,7.775
388,19.0,1.0,0.0,0.0,0.0,26.0
389,18.3912097303279,0.0,1.0,0.0,0.0,7.05
390,29.0,0.0,1.0,0.0,0.0,10.5
391,9.443741841990093,0.0,1.0,0.0,0.0,26.55
392,42.0,0.0,1.0,0.0,0.0,8.6625
393,48.0,0.0,1.0,0.0,0.0,13.0
394,32.0,0.0,1.0,0.0,0.0,7.5792
395,24.0,1.0,0.0,2.0,3.0,18.75
396,28.0,0.0,1.0,0.0,0.0,10.5
397,34.03084107298739,0.0,1.0,0.0,0.0,7.25
398,25.0,0.0,1.0,1.0,0.0,7.775
399,30.0,1.0,0.0,0.0,0.0,7.6292
400,25.0,0.0,1.0,0.0,0.0,9.5
401,57.0,1.0,0.0,0.0,0.0,10.5
402,28.0,1.0,0.0,0.0,0.0,13.0
403,21.0,0.0,1.0,0.0,0.0,7.925
404,30.0,0.0,1.0,1.0,0.0,16.1
405,30.0,1.0,0.0,0.0,0.0,13.0
406,2.0,0.0,1.0,4.0,1.0,39.6875
407,43.456745806094744,0.0,1.0,0.0,0.0,7.75
408,74.0,0.0,1.0,0.0,0.0,7.775
409,51.0,1.0,0.0,0.0,1.0,39.4
410,22.61241547803508,0.0,1.0,0.0,0.0,7.25
411,22.0,0.0,1.0,0.0,0.0,10.5
412,28.0,1.0,0.0,1.0,0.0,26.0
413,33.0,0.0,1.0,0.0,0.0,8.05
414,28.0,0.0,1.0,0.0,0.0,13.0
415,43.61854395824247,0.0,1.0,1.0,2.0,23.45
416,46.0,0.0,1.0,0.0,0.0,26.0
417,25.0,0.0,1.0,0.0,0.0,13.0
418,41.0,0.0,1.0,0.0,0.0,30.5
419,18.0,0.0,1.0,0.0,0.0,73.5
420,29.0,1.0,0.0,0.0,0.0,7.925
421,6.0,0.0,1.0,1.0,1.0,15.2458
422,21.0,0.0,1.0,0.0,0.0,13.0
423,31.0,0.0,1.0,0.0,0.0,7.75
424,26.0,1.0,0.0,0.0,0.0,7.925
425,23.0,0.0,1.0,1.0,0.0,13.9
426,30.0,0.0,1.0,0.0,0.0,13.0
427,31.0,0.0,1.0,1.0,1.0,26.25
428,45.0,1.0,0.0,0.0,0.0,262.375
429,47.0,1.0,0.0,1.0,0.0,7.0
430,35.19984161002316,1.0,0.0,0.0,2.0,15.2458
431,2.0,1.0,0.0,1.0,2.0,151.55
432,30.0,1.0,0.0,3.0,0.0,21.0
433,18.0,0.0,1.0,0.0,0.0,8.6625
434,30.5,1.0,0.0,0.0,0.0,7.75
435,38.0,0.0,1.0,1.0,0.0,90.0
436,33.0,0.0,1.0,0.0,0.0,5.0
437,31.0,0.0,1.0,0.0,0.0,10.5
438,40.0,1.0,0.0,0.0,0.0,153.4625
439,30.0,0.0,1.0,1.0,2.0,151.55
440,9.369595964073945,0.0,1.0,0.0,0.0,0.0
441,56.0,0.0,1.0,0.0,0.0,35.5
442,24.0,1.0,0.0,0.0,0.0,13.0
443,22.0,1.0,0.0,0.0,0.0,8.9625
444,47.0,0.0,1.0,0.0,0.0,42.4
445,19.0,1.0,0.0,1.0,0.0,26.0
446,2.0,1.0,0.0,0.0,1.0,12.2875
447,28.0,0.0,1.0,0.0,0.0,26.0
448,21.0,1.0,0.0,1.0,0.0,9.825
449,4.0,0.0,1.0,4.0,2.0,31.275
450,30.0,0.0,1.0,0.0,0.0,45.5
451,25.0,0.0,1.0,0.0,0.0,13.0
452,2.0,1.0,0.0,3.0,2.0,27.9
453,31.302438807582817,1.0,0.0,0.0,0.0,7.75
454,33.05299791573362,0.0,1.0,0.0,0.0,7.225
455,10.0,0.0,1.0,3.0,2.0,27.9
456,34.5,0.0,1.0,0.0,0.0,7.8292
457,19.51686800673933,0.0,1.0,0.0,0.0,7.8958
458,42.0,0.0,1.0,0.0,0.0,7.65
459,28.0,0.0,1.0,0.0,0.0,13.5
460,21.0,0.0,1.0,0.0,0.0,7.225
461,24.0,1.0,0.0,0.0,0.0,69.3
462,25.06514660222009,0.0,1.0,0.0,0.0,8.7125
463,31.48472551103033,0.0,1.0,0.0,0.0,39.6
464,6.296733553408114,1.0,0.0,0.0,0.0,7.7333
465,34.0,0.0,1.0,0.0,0.0,8.05
466,28.0,1.0,0.0,3.0,2.0,263.0
467,60.0,0.0,1.0,1.0,1.0,39.0
468,18.0,0.0,1.0,0.0,0.0,8.3
469,1.0,0.0,1.0,2.0,1.0,39.0
470,29.0,1.0,0.0,0.0,0.0,211.3375
471,22.0,1.0,0.0,2.0,0.0,8.6625
472,33.0,0.0,1.0,0.0,0.0,7.775
473,34.0,0.0,1.0,1.0,0.0,21.0
474,16.707381396769293,0.0,1.0,0.0,0.0,7.225
475,49.0,0.0,1.0,1.0,0.0,56.9292
476,15.0,0.0,1.0,1.0,1.0,7.2292
477,15.886332483344525,1.0,0.0,0.0,0.0,12.35
478,28.0,0.0,1.0,0.0,0.0,22.525
479,29.0,0.0,1.0,0.0,0.0,7.775
480,38.5,0.0,1.0,0.0,0.0,7.25
481,53.0,1.0,0.0,2.0,0.0,51.4792
482,18.0,1.0,0.0,1.0,1.0,13.0
483,70.0,0.0,1.0,1.0,1.0,71.0
484,28.0,0.0,1.0,0.0,0.0,9.5
485,25.0,0.0,1.0,0.0,0.0,0.0
486,36.0,0.0,1.0,0.0,1.0,512.3292
487,28.0,0.0,1.0,0.0,0.0,26.55
488,32.0,0.0,1.0,0.0,0.0,7.925
489,47.0,0.0,1.0,0.0,0.0,10.5
490,16.0,0.0,1.0,1.0,1.0,20.25
491,24.0,0.0,1.0,0.0,0.0,7.1417
492,3.0,0.0,1.0,1.0,1.0,18.75
493,29.0,0.0,1.0,0.0,0.0,7.8958
494,40.0,0.0,1.0,1.0,0.0,26.0
495,27.0,0.0,1.0,0.0,2.0,211.5
496,20.0,0.0,1.0,0.0,0.0,7.8542
497,36.0,0.0,1.0,0.0,0.0,40.125
498,16.0,0.0,1.0,1.0,3.0,34.375
499,20.0,1.0,0.0,0.0,0.0,8.6625
500,19.0,1.0,0.0,0.0,2.0,26.2833
501,39.0,0.0,1.0,0.0,0.0,13.0
502,57.0,0.0,1.0,0.0,0.0,12.35
503,45.0,1.0,0.0,1.0,1.0,26.25
504,23.66799824164886,0.0,1.0,1.0,0.0,15.5
505,8.0,0.0,1.0,1.0,1.0,36.75
506,10.939346712857652,1.0,0.0,8.0,2.0,69.55
507,36.0,1.0,0.0,0.0,2.0,12.1833
508,26.0,0.0,1.0,0.0,0.0,7.8958
509,34.0,0.0,1.0,0.0,0.0,6.4958
510,22.0,0.0,1.0,0.0,0.0,7.25
511,37.0,1.0,0.0,0.0,0.0,9.5875
512,26.0,1.0,0.0,1.0,1.0,22.025
